order_no,issued_date,revoked_date,closes_area,species,closure_type
PTN-2009-115,2009-05-29,2010-03-02,Subareas  15-5 and 16-5 to 16-16,All B.M. except gducks and horseclams,biotoxins
PTN-2009-116,2009-05-29,2009-10-06,"sa 18-1, 18-5, 18-11","All BM, except littleneck, manila clams, cockles, oysters, mussels",biotoxins
PTN-2009-117,2009-05-29,2009-06-03,"Area 23, except SA 23-4, 23-5, 23-6 (except Useless Inlet) and 23-7 to 23-11 to 23-11",All B.M.,biotoxins
PTN-2009-118,2009-05-29,2009-07-17,SA 24-10 to 24-12,"All B.M., except manila, littleneck clams, oysters & mussels",biotoxins
PTN-2009-119,2009-06-03,2009-07-14,"Area 23, except SA 23-4, 23-5, 23-6 (except Useless Inlet) and 23-7 to 23-11 to 23-11 ( amends the closure boundary)",All B.M.,biotoxins
PSN-2009-120,2009-06-05,2009-12-09,"Area 14 - add 14.25, expand 14.4, expand 14.16",All B.M.,sanitary closure
PSN-2009-121,2009-06-05,2009-06-15,Area 17 - reduce closure 17.12,All B.M.,sanitary closure
PSN-2009-122,2009-06-05,2009-11-17,"Area 18 - new closure 18.29, 18.30",All B.M.,sanitary closure
PSN-2009-123,2009-06-05,2009-10-16,Area 23 - new closure 23.15,All B.M.,sanitary closure
PSN-2009-124,2009-06-05,2012-01-31,Area 19 - reduuce closure 19.3,All B.M.,sanitary closure
PSN-2009-125,2009-06-05,2010-11-08,Area 29 - new closure 29.6,All B.M.,sanitary closure
PSN-2009-126,2009-06-05,2009-09-30,"Seasonal Sanitary Closure – May 31 to September 30 (Areas 7, 8 , 9, 10, 12, 13, 15, 16, 17, 18, 23, 25 and 28) reduced closure 18.C",All B.M.,sanitary closure
PSN2-2009-127,2009-06-05,2009-09-15,"Seasonal Sanitary Closure – June 15 to September 15 (Area 2) expanded closures 2.A, 2.B, 2.C, 2.D, 2.E, 2.F, 2.G AND 2.H",All B.M.,sanitary closure
PTN-2009-128,2009-06-09,2009-06-22,"Area 2, except SA 2-1, 2-49 to 2-66, 2-68 to 2-71, 2-75 to 2-77, 2-80 and 2-81",All B.M. ,biotoxins
PTN-2009-129,2009-06-09,2009-06-22,"SA 2-49 to 2-66, 2-68 to 2-71, 2-75 to 2-77, 2-80 and 2-81",All B.M. except gducks and horseclams,biotoxins
PTN-2009-130,2009-06-09,2009-06-16,"SA 25-7, 25-9 to 25-12, 25-15 and 25-16","All B.M., except manila, littleneck clams, oysters & mussels",biotoxins
PTN-2009-131,2009-06-09,2009-06-16,SA 25-13 and 25-14,All BM,biotoxins
PSN-2009-132,2009-06-15,2010-05-18,Area 17 - amend closure 17.1,All BM,sanitary closure
PTN2009-133,2009-06-16,2009-06-26,Area 25,Al B.M.,biotoxins
PTN-2009-134,2009-06-18,2009-07-02,"Area 26, except SA 26-2 to 26-5",All B.M.,biotoxins
PTN-2009-135,2009-06-18,2009-07-02,SA 26-2 to 26-5,"All B.M., except manila, littleneck clams, oysters & mussels",biotoxins
PSN-2009-136,2009-06-18,2009-06-19,"Area 14, Close Baynes Sound C",All B.M.,sanitary closure
PSN-2009-137,2009-06-22,2010-12-20,Expand the 25 m closure,All B.M.,sanitary closure
PTN-2009-138,2009-06-22,2009-06-24,"Area 2, except SA 2-1, 2-49 to 2-66, 2-68 to 2-71, 2-75 to 2-77 and 2-79 to 2-87",All B.M. ,biotoxins
PTN-2009-139,2009-06-22,2009-06-24,"SA 2-49 to 2-66, 2-68 to 2-71, 2-75 to 2-77, and 2-79 to 2-87",All B.M. except gducks and horseclams,biotoxins
PTN-2009-140,2009-06-24,2009-07-16,"Area 15,except 15-1 to 15-3 and 15-5",All B.M.,biotoxins
PTN-2009-141,2009-06-24,2009-06-30,"Area 2 except 2-1, 2-75 to 2-77 and 2-79 to 2-87",All B.M.,biotoxins
PTN-2009-142,2009-06-24,2009-06-30,"SA 2-75 to 2-77, and 2-79 to 2-87",All B.M. except gducks and horseclams,biotoxins
PTN-2009-143,2009-06-26,2010-02-19,"Areas 13 to 29, except SA 14-7, 14-11, 17-6 AND 17-8",butter clams,biotoxins
PTN-2009-144,2009-06-26,2009-06-30,"Area 25, except SA 25-1 to 25-3",Al B.M.,biotoxins
PTN-2009-145,2009-06-30,2009-07-16,"Area 2 except 2-1, 2-75 to 2-77 and 2-79 to 2-91",All B.M.,biotoxins
PTN-2009-146,2009-06-30,2009-07-16,"SA 2-75 to 2-77, and 2-79 to 2-91",All B.M. except gducks and horseclams,biotoxins
PTN-2009-147,2009-06-30,2009-09-11,Area 25,All BM,biotoxins
PTN-2009-148,2009-07-02,2009-07-31,"Area 26, except SA 26-3",All B.M.,biotoxins
PTN-2009-149,2009-07-02,2009-07-31,SA 26-3,"All B.M., except manila, littleneck clams, oysters & mussels",biotoxins
PSN-2009-150,2009-07-08,2010-11-17,"Area 20 , add 20.3 Becher Bay",All B.M.,sanitary closure
PTN-2009-151,2009-07-10,2009-07-23,"Area 27, except 27-7, 27-9",All B.M.,biotoxins
PTN-2009-152,2009-07-10,2009-07-24,SA 27-7,"All B.M., except manila, littleneck clams, oysters & mussels, gducks & hclams",biotoxins
PTN-2009-153,2009-07-10,2009-10-30,"Area 29, except SA 29-1, 29-2",All B.M.,biotoxins
PTN-2009-154,2009-07-10,2009-07-31,"Area 12, Area 13, except SA 13-1 to 13-12, 13-15 to 13-17, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 17-20, 23-6, 27-9)",Scallops,biotoxins
PTN-2009-155,2009-07-14,2009-07-15,"Area 23, except SA 23-4, 23-5, 23-6 (except Useless Inlet) and 23-7, 23-8 ( amends the closure boundary)",All B.M.,biotoxins
PTN-2009-156,2009-07-15,2009-07-21,"Area 23except SA 23-4, 23-7 and 23-8",All B.M.,biotoxins
PTN-2009-157,2009-07-16,2009-07-23,"Area 2 except 2-1,  and 2-85 to 2-91",All B.M.,biotoxins
PTN-2009-158,2009-07-16,2009-08-31, 2-85 to 2-91,All B.M. except gducks and horseclams,biotoxins
PTN-2009-159,2009-07-16,2009-10-01,"Area 15,except 15-1 TO  15-5",All B.M.,biotoxins
PTN-2009-160,2009-07-16,2009-10-01,SA 15-4," All BM except Manila clams, littleneck clams, oysters and mussels",biotoxins
PTN-2009-161,2009-07-17,2009-07-23,"Area 24, except SA 24-4 to 24-9, 24-13 and 24-14",All B.M.,biotoxins
PTN-2009-162,2009-07-21,2009-07-24,Area 23 except SA 23-8,All B.M.,biotoxins
PTN-2009-163,2009-07-23,2009-07-29,Area 2 except 2-85 to 2-91,All B.M.,biotoxins
PTN-2009-164,2009-07-23,2009-07-31,"Area 24, except SA 24-4, 24-5, 24-8, 24-9, 24-13 and 24-14",All B.M.,biotoxins
PTN-2009-165,2009-07-24,2009-12-11,SA 1-5,All B.M. except razor clams ,biotoxins
PTN-2009-166,2009-07-24,2009-08-13,"Area 23 except SA 23-3, 23-4, 23-7, 23-8", All BM ,biotoxins
PTN-2009-167,2009-07-23,2009-08-13,SA 23-3," All BM except Manila clams, littleneck clams, oysters and mussels",biotoxins
PTN-2009-168,2009-07-23,2009-07-31,"Area 27, except SA 27-9",All B.M.,biotoxins
PTN-2009-169,2009-07-27,2009-09-03,SA 19-1 to 19-4,All B.M.,biotoxins
PTN-2009-170,2009-07-29,2009-08-31,"Area 2 except 2-1, 2-85 to 2-91",All B.M.,biotoxins
PTN-2009-171,2009-07-29,2009-04-29,SA 2-1,All BM except scallops and oysters,biotoxins
PTN-2009-172,2009-07-31,2009-08-05,"Area 24, except SA 24-5, 24-8, 24-9",All B.M.,biotoxins
PTN-2009-173,2009-07-31,2009-12-18,Area 26,All B.M.,biotoxins
PTN-2009-174,2009-07-31,2010-07-15,Area 27,All B.M.,biotoxins
PTN-2009-175,2009-07-31,2009-10-09,"Area 12, Area 13, except SA 13-1 to 13-12, 13-15 to 13-17, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 17-20, 23-6)",Scallops,biotoxins
PTN-2009-176,2009-08-05,2009-08-07,Area 24 except SA 24-5 and 24-9,All BM,biotoxins
PTN-2009-177,2009-08-07,2009-09-18,Area 24 except SA 24-9,All BM,biotoxins
PCH-2009-177,2009-08-07,2009-08-14,Portion of SA 14-8 (Fanny Bay),All B.M.,chemical closure
PTN-2009-178,2009-08-13,2009-08-31,"Area 23 except SA 23-4, 23-7", All BM ,biotoxins
PTN-2009-179,2009-08-31,2009-10-13,"Area 1, except SA 1-2 to 1-5, 107",All B.M.,biotoxins
PTN-2009-180,2009-08-31,2009-10-13,"SA 1-2 to 1-4, 1-7",All B.M. except gducks and horseclams,biotoxins
PTN-2009-181,2009-08-31,2009-09-25,"Area 2 except 2-1, 2-85 to 2-100",All B.M.,biotoxins
PTN-2009-182,2009-08-31,2009-09-25,SA  2-85 to 2-100,All B.M. except gducks and horseclams,biotoxins
PTN-2009-183,2009-08-31,2009-09-03,"Area 23 except SA 23-4, 23-7, 23-10", All BM ,biotoxins
PTN-2009-184,2009-08-31,2009-09-03,SA 23-10,"All BM except manila clams, littleneck clams, oysters, musells",biotoxins
PTN-2009-185,2009-08-31,2009-10-13,"Areas 11, 102 to 111, 121, 123 to 127, 130 and 142",All B.M.,biotoxins
PTN-2009-186,2009-08-31,2009-10-13,"Area 101, except SA 101-7",All BM,biotoxins
PTN-2009-187,2009-08-31,2009-10-13,SA 101-7,All B.M. except gducks and horseclams,biotoxins
PTN-2009-188,2009-09-03,2009-09-11,"Area 23 except SA 23-4, 23-7 TO 23-10", All BM ,biotoxins
PTN-2009-189,2009-09-03,2009-09-25,SA 23-8 TO 23-10,"All BM except manila clams, littleneck clams, oysters, musells",biotoxins
PTN-2009-190,2009-09-03,2009-10-05,"Area 19, except 19-5 and 19-6",All B.M.,biotoxins
PTN-2009-191,2009-09-11,2009-09-25,Area 23 except 23-8 TO 23-10, All BM ,biotoxins
PTN-2009-192,2009-09-11,2009-09-18,"Area 25, except SA 25-4 and 25-8",All BM,biotoxins
PTN-2009-193,2009-09-11,2009-09-18,SA 25-4 and 25-8,"All BM except manila clams, littleneck clams, oysters, mussels",biotoxins
PTN-2009-194,2009-09-18,2009-09-30,Area 24 except SA 24-2 and 24-6 to 24-9,All BM,biotoxins
PTN-2009-195,2009-09-18,2009-09-30,SA 24-2 and 24-6 to 24-8,All B.M. except gducks and horseclams,biotoxins
PTN-2009-196,2009-09-18,2009-10-29,"Area 25, except SA 25-3, 25-4 and 25-8",All BM,biotoxins
PTN-2009-197,2009-09-18,2009-10-29,"SA 24-3, 25-4 and 25-8","All BM except manila clams, littleneck clams, oysters, mussels",biotoxins
PTN-2009-198,2009-09-25,2009-10-09,"Area 2 (except Subareas 2-1, 2-3, 2-7 and 2-85 to 2-100",All B.M.,biotoxins
PTN-2009-199,2009-09-25,2009-10-09,"SA  2-3, 2-7 and 2-85 to 2-100",All B.M. except gducks and horseclams,biotoxins
PTN-2009-200,2009-09-25,2009-10-07,"Area 23 (except 23-3 to 23-5, 23-6 (except Useless Inlet), and 23-7 to 23-10)",All B.M.,biotoxins
PTN-2009-201,2009-09-25,2009-10-07,"SA 23-3 to 23-5, 23-6 (except Useless Inlet), and 23-7 to 23-10","All BM except manila clams, littleneck clams, varnish clams, oysters, mussels",biotoxins
PTN-2009-202,2009-09-30,2009-10-02,"Area 24 except SA 24-2, 24-6, 24-7, 24-9 ",All BM,biotoxins
PTN-2009-203,2009-09-30,2009-10-04,"SA 24-2, 24-6, 24-7",All BM except geoducks and horseclams,biotoxins
PTN-2009-204,2009-10-01,2009-11-25,Area 15 except SA 15-1 to 15-3 and 15-5,All BM,biotoxins
PTN-2009-205,2009-10-02,2009-10-16,NA,All bm,biotoxins
PTN-2009-206,2009-10-02,2009-10-09,NA,NA,biotoxins
PTN-2009-207,2009-10-05,2010-06-17,"Area 19, except 19-5 TO 19-12",All B.M.,biotoxins
PTN-2009-208,2009-10-05,2010-06-16,SA 19-7 to 19-12,"All BM except manila clams, littleneck clams, oysters, mussels",biotoxins
PTN-2009-209,2009-10-06,2009-10-09,"Area 18, except SA 18-2 to 18-4 and 18-6 to 18-10",All BM,biotoxins
PTN-2009-210,2009-10-07,2009-11-05,"Area 23 (except 23-3 to 23-5, 23-6 (except Useless Inlet), and 23-7 AND 23-10)",All B.M.,biotoxins
PTN-2009-211,2009-10-07,2009-11-05,"SA 23-3 to 23-5, 23-6 (except Useless Inlet), and 23-7 AND 23-10","All BM except manila clams, littleneck clams, varnish clams, oysters, mussels",biotoxins
PSN-2009-212,2009-10-09,2009-12-28,Area 13,All BM,sanitary closure
PTN-2009-213,2009-10-09,2009-10-23,"Area 2 (except Subareas 2-1, 2-3, 2-7)",All B.M.,biotoxins
PTN-2009-214,2009-10-09,2009-10-23,"SA  2-3, 2-7",All B.M. except gducks and horseclams,biotoxins
PTN-2009-215,2009-10-09,2009-10-30,"Area 12, Area 13, except SA 13-1 to 13-12, 13-15 to 13-17, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6)",Scallops,biotoxins
PTN-2009-216,2009-10-09,2009-10-16,SA 17-1 and 17-2,All B.M.,biotoxins
PTN-2009-217,2009-10-09,2009-10-16,"Area 18, except SA 18-6 to 18-8 AND 18-10",All BM,biotoxins
PTN-2009-218,2009-10-13,2011-01-19,"Areas 11, 101 to 111, 121, 123 to 127, 130 and 142",All B.M.,biotoxins
PTN-2009-219,2009-10-13,2010-12-10,"Area 1, except SA 1-5",All B.M.,biotoxins
PSN-2009-220,2009-10-16,2009-11-17,Area 23 - change closure 23.16 (Poett Nook) from seasonal to annual closure (PRISC),All B.M.,sanitary closure
PTN-2009-221,2009-10-16,2010-01-26,"Area 18, except SA 18-2 to 18-4 and 18-9",All BM,biotoxins
PTN-2009-222,2009-10-16,2009-11-06,"Area 24, except SA 24-2, 24-6, 24-7 and 24-9",All BM,biotoxins
PTN-2009-223,2009-10-16,2009-11-06,SA 24-6 and 24-7,All B.M. except gducks and horseclams,biotoxins
PTN-2009-224,2009-10-23,2009-11-10,"Area 2 (except Subareas 2-1, 2-3, 2-6, 2-7)",All B.M.,biotoxins
PTN-2009-225,2009-10-23,2009-11-10,"SA  2-3, 2-6, 2-7",All B.M. except gducks and horseclams,biotoxins
PTN-2009-226,2009-10-29,2009-10-30,"Area 25, except SA 25-3, 25-4, 25-8 AND 25-11",All BM,biotoxins
PTN-2009-227,2009-10-29,2009-10-30,"SA 24-3, 25-4, 25-8, 25-11","All BM except manila clams, littleneck clams, oysters, mussels",biotoxins
PTN-2009-228,2009-10-30,2009-11-27,"Area 25, except SA 25-3, 25-4, 25-6, 25-8 AND 25-11",All BM,biotoxins
PTN-2009-229,2009-10-30,2009-11-27,"SA 24-3, 25-4, 25-6, 25-8, 25-11","All BM except manila clams, littleneck clams, oysters, mussels",biotoxins
PTN-2009-230,2009-10-30,2010-02-11,"Area 13, except SA 13-1 to 13-18",All B.M.,biotoxins
PTN-2009-231,2009-10-30,2010-07-15,"Area 29, except SA 29-1, 29-2, 29-5",All B.M.,biotoxins
PTN-2009-232,2009-10-30,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-15 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",Scallops,biotoxins
PTN-2009-233,2009-10-30,2010-01-08,SA 13-18 and 29-5,All BM except pink and spiny scallops,biotoxins
PSN-2009-234,2009-10-30,2009-12-14,Area 17 emergency closure 17.dd,All B.M.,sanitary closure
PTN-2009-234,2009-11-05,2009-11-06,"Area 23 (except 23-5, 23-6 (except Useless Inlet), and 23-7 AND 23-10)",All B.M.,biotoxins
PTN-2009-235,2009-11-05,2009-11-06,"SA 23-5, 23-6 (except Useless Inlet), and 23-7 AND 23-10","All BM except manila clams, littleneck clams, varnish clams, oysters, mussels",biotoxins
PSN-2009-236,2009-11-06,2009-11-13,"Area 14, Close Baynes Sound B and C",ALL BM,sanitary closure
PTN-2009-237,2009-11-06,2009-11-12,"Area 23 (except 23-4, 23-5, 23-6 (except Useless Inlet), and 23-7 AND 23-10)",All B.M.,biotoxins
PTN-2009-238,2009-11-06,2009-11-12,"SA 23-4, 23-5, 23-6 (except Useless Inlet), and 23-7 AND 23-10","All BM except manila clams, littleneck clams, varnish clams, oysters, mussels",biotoxins
PTN-2009-239,2009-11-06,2009-11-12,"Area 24, except SA 24-2, 24-6, 24-7. 24-8. and 24-9",All BM,biotoxins
PTN-2009-240,2009-11-06,2009-11-12,"SA 24-6, 24-7 and 24-8",All BM except gducks and hclams,biotoxins
PTN-2009-241,2009-11-10,2009-11-23,"Area 2 (except Subareas 2-1, 2-3, 2-6 to 2-9)",All B.M.,biotoxins
PTN-2009-242,2009-11-10,2009-11-23,"SA  2-3, 2-6 to 2-9",All B.M. except gducks and horseclams,biotoxins
PSN-2009-243,2009-11-17,2010-11-08,"Area 13, add 13.22 (April Point, Quadra Island, 13.23 Church House, Calm Channel",All B.M.,sanitary closure
PSN-2009-244,2009-11-17,2010-05-18,"Area 15, 15.16 modify Theodosia Inlet, 15.2 modify Freke Anchorage",All B.M.,sanitary closure
PSN-2009-245,2009-11-17,2010-05-18,"Area 18, 18.31 Camp Bay, 18.28 Bedwell Harbor",All B.M.,sanitary closure
PSN-2009-246,2009-11-17,2010-05-18,"Area 23, 23.17 Santa Maria Island",All B.M.,sanitary closure
PSN-2009-247,2009-11-17,2011-04-29,"Area 26, 26.5 Malksope Inlet, 26.19 Ououkinsh Inlet",All B.M.,sanitary closure
PTN-2009-248,2009-11-12,2009-11-27,"Area 23 (except 23-4, 23-5, 23-6, 23-7 and 23-10)",All B.M.,biotoxins
PTN-2009-249,2009-11-12,2009-11-27,"SA 23-4, 23-5, 23-6, 23-7 and 23-10","All BM except manila clams, littleneck clams, varnish clams, oysters, mussels",biotoxins
PTN-2009-250,2009-11-12,2009-11-27,"Area 24, except SA 24-2, 24-3, 24-6 to 24-9, 24-13, 24-14",All BM,biotoxins
PTN-2009-251,2009-11-12,2009-11-27,"SA 24-3, 24-6 to 24-8, 24-13, 24-14",All BM except gducks and hclams,biotoxins
PSN-2009-252,2009-11-13,2009-11-16,"Area 14, Close Baynes Sound B",ALL BM,sanitary closure
PTN-2009-253,2009-11-13,2009-11-20,"Areas 3 to 10, except SA 7-12 and 7-15",All B.M.,biotoxins
PTN-2009-254,2009-11-13,2009-11-20,SA 7-12 and 7-15,"All BM except manila clams, littleneck clams,  oysters, mussels",biotoxins
PSN-2009-255,2009-11-16,2009-12-02,"Area 14, Add Baynes Sound A and B",ALL BM,sanitary closure
PSN-2009-256,2009-11-17,2009-11-23,"Areas 14, 17, 18, 23 and 24",ALL B.M.,sanitary closure
PTN-2009-257,2009-11-20,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17 and 7-24",All B.M.,biotoxins
PTN-2009-258,2009-11-20,2009-12-11,"SA 7-12, 17-15, 17- 17 and 7-24","All BM except manila clams, littleneck clams,  oysters, mussels",biotoxins
PTN-2009-259,2009-11-23,2009-11-27,"Area 2 (except Subareas 2-1, 2-3, 2-6 to 2-9, 2-12, 2-13)",All B.M.,biotoxins
PTN-2009-260,2009-11-23,2009-11-27,"SA  2-3, 2-6 to 2-9, 2-12, 2-13",All B.M. except gducks and horseclams,biotoxins
PSN-2009-261,2009-11-23,2009-12-02,Poriton of Area 14 (14.bb) and 19 (19-8 Mill Bay),All B.M.,sanitary closure
PTN-2009-262,2009-11-25,2010-10-06,Area 15 except SA 15-1 to 15-5,All BM,biotoxins
PTN-2009-263,2009-11-25,2011-01-19,SA 15-4,"All BM except manila clams, littleneck clams,  oysters, mussels",biotoxins
PTN-2009-264,2009-11-27,2009-12-08,"Area 2 (except Subareas 2-1, 2-8, 2-9, 2-12, 2-13)",All B.M.,biotoxins
PTN-2009-265,2009-11-27,2009-12-08,"SA  2-8, 2-9, 2-12, 2-13",All B.M. except gducks and horseclams,biotoxins
PTN-2009-266,2009-11-27,2010-02-11,"Area 12, except SA 12-2 to 12-6, 12-26, 12-38, 12-39",All B.M.,biotoxins
PTN-2009-267,2009-11-27,2010-04-01,"SA 12-2 to 12-6, 12-26, 12-38, 12-39",All BM except butter clams and mussels,biotoxins
PTN-2009-268,2009-11-27,2009-12-11,"Area 23 (except 23-4 to 23-7, 23-10, 23-11)",All B.M.,biotoxins
PTN-2009-269,2009-11-27,2009-12-11,"SA 23-4 to 23-7,23-10, 23-11","All BM except manila clams, littleneck clams, varnish clams, oysters, mussels",biotoxins
PTN-2009-270,2009-11-27,2009-12-04,"Area 24, except SA 24-2, 24-3, 24-5, 24-6, 24-8, 24-9, 24-13, 24-14",All BM,biotoxins
PTN-2009-271,2009-11-27,2009-12-04,"SA 24-3, 24-5, 24-6, 24-8, 24-9, 24-13, 24-14",All BM except gducks and hclams,biotoxins
PTN-2009-272,2009-11-27,2009-12-04,SA 24-7,"All BM except manila, littleneck, oysters, mussels",biotoxins
PTN-2009-273,2009-11-27,2009-12-04,"Area 25, except SA 25-1 to 25-6, 25-8, 25-11, 25-15",All BM,biotoxins
PTN-2009-274,2009-11-27,2009-12-04,"SA 25-1 to 25-6, 25-8, 25-11, 25-15","All BM except manila clams, littleneck clams, oysters, mussels",biotoxins
PSN-2009-275,2009-12-02,2009-12-04,"Area 14, Close Baynes Sound Mgmt. Areas B&C (Open A)",ALL BM,sanitary closure
PTN-2009-276,2009-12-04,2010-03-04,"Area 24, except 24-2 to 24-14",All B.M.,biotoxins
PTN-2009-277,2009-12-04,2009-12-11,"SA 24-4, 24-5, 24-7, 24-10 to 24-12","All BM except manila, littleneck, oysters, mussels",biotoxins
PTN-2009-278,2009-12-04,2009-12-11,"Area 25 except 25-1 to 25-8, 25-11 and 25-15",All B.M.,biotoxins
PTN-2009-279,2009-12-04,2009-12-11,"SA 25-1 to 25-8, 25-11 and 25-15","All BM except manila, littleneck, oysters, mussels",biotoxins
PSN-2009-280,2009-12-04,2009-12-16,"Area 14, Close Baynes Sound Mgmt. Area C  (Open B)",ALL BM,sanitary closure
PTN-2009-281,2009-12-08,2010-01-15,"Area 2 except 2-1, 2-8, 2-9, 2-11 to 2-13",All BM,biotoxins
PTN-2009-282,2009-12-08,2010-01-15,"SA 2-8, 2-9, 2-11 to 2-13",All BM except g'ducks and HC,biotoxins
PSN-2009-283,2009-12-09,2010-05-18,Area 14 - change description of 14.17 to NAD 83,All B.M.,sanitary closure
PTN-2009-284,2009-12-11,2010-01-22,SA 1-5,All B.M. except razor clams and scallops,biotoxins
PTN-2009-285,2009-12-11,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",All B.M.,biotoxins
PTN-2009-286,2009-12-11,2009-12-18,"SA 7-12, 17-15, 17- 17, 7-21 and 7-24","All BM except manila clams, littleneck clams,  oysters, mussels",biotoxins
PTN-2009-287,2009-12-11,2010-01-08,Area 23 (except 23-4 to 23-11),All B.M.,biotoxins
PTN-2009-288,2009-12-11,2010-01-08,SA 23-4 to 23-11,"All BM except manila clams, littleneck clams, varnish clams, oysters, mussels",biotoxins
PTN-2009-289,2009-12-11,2009-12-23,"SA  24-5, 24-7, 24-10, 24-12","All BM except manila, littleneck, oysters, mussels",biotoxins
PTN-2009-290,2009-12-11,2010-01-08,"Area 25 except 25-1 to 25-9, 25-11 to 25-15",All B.M.,biotoxins
PTN-2009-291,2009-12-11,2010-01-08,"SA 25-1 to 25-9, 25-11 to 25-15","All BM except manila, littleneck, oysters, mussels",biotoxins
PSN-2009-292,2009-12-16,2009-12-21,"Area 14, Close Baynes Sound Mgmt. Areas A and C",ALL BM,sanitary closure
PTN-2009-293,2009-12-18,2010-01-08,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",All B.M.,biotoxins
PTN-2009-294,2009-12-18,2010-01-08,"SA 7-12, 17-15, 7-21 and 7-24","All BM except manila clams, littleneck clams,  oysters, mussels",biotoxins
PTN-2009-295,2009-12-18,2010-01-22,SA 7-18 and 7-25,All B.M. except gducks and horseclams,biotoxins
PTN-2009-296,2009-12-18,2010-01-22,SA 7-17,"All BM except manila clams, littleneck clams,  oysters, mussels, ducks and h.clams",biotoxins
PTN-2009-297,2009-12-18,2010-04-19,"Area 26, except SA 26-2 to 26-5",All B.M.,biotoxins
PTN-2009-298,2009-12-18,2010-04-19,SA 26-2 to 26-5,"All BM except manila clams, littleneck clams,  oysters, mussels",biotoxins
PTN-2009-299,2009-12-18,2010-01-08,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",Scallops,biotoxins
PSN-2009-300,2009-12-21,2009-12-30,"Area 14, Close Baynes Sound Mgmt. Areas A, B and C",All B.M.,sanitary closure
PTN-2009-301,2009-12-23,2010-02-26,"SA  24-5, 24-10 to 24-12","All BM except manila, littleneck, oysters, mussels",biotoxins
PTN-2010-1,2010-01-08,2010-01-15,"Areas 3 to 10, except SA 7-9, 7-12, 17-15, 7- 17, 7-18 and 7-21 to 7-25",All B.M.,biotoxins
PTN-2010-2,2010-01-08,2010-01-15,"SA 7-9, 7-12, 17-15 and 7-21 to 7-24","All BM except manila clams, littleneck clams,  oysters, mussels",biotoxins
PTN-2010-3,2010-01-08,2010-01-22,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-4, 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",Scallops,biotoxins
PTN-2010-4,2010-01-08,2010-01-22,SA 13-18,All BM except pink and spiny scallops,biotoxins
PTN-2010-5,2010-01-08,2010-01-20,"Area 25 except 25-1 to 25-8, 25-15",All B.M.,biotoxins
PTN-2010-6,2010-01-08,2010-01-20,SA 25-1 to 25-8 25-15,"All BM except manila, littleneck, oysters, mussels",biotoxins
PTN-2010-7,2010-01-08,2010-01-14,"Area 23 (except 23-4 to 23-6 (except Useless Inlet), 23-7 to 23-11",All B.M.,biotoxins
PTN-2010-8,2010-01-08,2010-01-14,"SA 23-4 to 23-6 (except Useless Inlet), 23-7 to 23-11","All BM except manila clams, littleneck clams, varnish clams, oysters, mussels",biotoxins
